Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	CT	Ct Mean	Ct SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	Y-Intercept	R(superscript 2)	Slope	Efficiency	Amp Score	Cq Conf	NOAMP	EXPFAIL	THOLDFAIL	PRFDROP
369	P9	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.611	26.611					true	0.040	true	1	45						1.077	0.882	N	Y	Y	N
369	P9	false	NTC	human_mtdna	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.155	true	1	45						0.000	0.000	N	Y	Y	N
370	P10	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.842	26.842					true	0.040	true	1	45						1.078	0.873	N	Y	Y	N
370	P10	false	NTC	necator_americanus	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.122	true	1	45						0.000	0.000	N	Y	Y	N
371	P11	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.790	26.790					true	0.040	true	1	45						1.073	0.926	N	Y	Y	N
371	P11	false	NTC	norovirus_gi	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.125	true	1	45						0.000	0.000	N	Y	Y	N
372	P12	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	27.073	27.073					true	0.040	true	1	45						1.077	0.898	N	Y	Y	N
372	P12	false	NTC	norovirus_gii	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.136	true	1	45						0.000	0.000	N	Y	Y	N
373	P13	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	27.180	27.180					true	0.040	true	1	45						1.073	0.928	N	Y	Y	N
373	P13	false	NTC	plesiomonas_shigeeloides	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.211	true	1	45						0.000	0.000	N	Y	Y	N
374	P14	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.980	26.980					true	0.040	true	1	45						1.076	0.909	N	Y	Y	N
374	P14	false	NTC	rotavirus	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.245	true	1	45						0.000	0.000	N	Y	Y	N
375	P15	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.872	26.872					true	0.040	true	1	45						1.074	0.935	N	Y	Y	N
375	P15	false	NTC	salmonella_enterica	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.298	true	1	45						0.000	0.000	N	Y	Y	N
376	P16	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.602	26.602					true	0.040	true	1	45						1.067	0.867	N	Y	Y	N
376	P16	false	NTC	sapovirus_i_ii_iv_v	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.110	true	1	45						0.000	0.000	N	Y	Y	N
377	P17	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	27.121	27.121					true	0.040	true	1	45						1.072	0.935	N	Y	Y	N
377	P17	false	NTC	sars_cov_2	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.235	true	1	45						0.000	0.000	N	Y	Y	N
378	P18	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	27.213	27.213					true	0.040	true	1	45						1.071	0.920	N	Y	Y	N
378	P18	false	NTC	shigella_eiec	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.231	true	1	45						0.000	0.000	N	Y	Y	N
379	P19	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.919	26.919					true	0.040	true	1	45						1.077	0.925	N	Y	Y	N
379	P19	false	NTC	stec_stx1	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.244	true	1	45						0.000	0.000	N	Y	Y	N
380	P20	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.672	26.672					true	0.040	true	1	45						1.079	0.859	N	Y	Y	N
380	P20	false	NTC	stec_stx2	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.152	true	1	45						0.000	0.000	N	Y	Y	N
381	P21	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.999	26.999					true	0.040	true	1	45						1.060	0.885	N	Y	Y	N
381	P21	false	NTC	strongyloides_stercolaris	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.317	true	1	45						0.234	0.000	N	Y	Y	N
382	P22	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	27.192	27.192					true	0.040	true	1	45						1.063	0.848	N	Y	Y	N
382	P22	false	NTC	tichuris_trichuira	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.400	true	1	45						0.000	0.000	N	Y	Y	N
383	P23	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	27.424	27.424					true	0.040	true	1	45						1.055	0.850	N	Y	Y	N
383	P23	false	NTC	yersinia_enterocolitica	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.115	true	1	45						0.000	0.000	N	Y	Y	N
384	P24	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	27.150	27.150					true	0.040	true	1	45						1.046	0.884	N	Y	Y	N
384	P24	false	NTC	zika	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.260	true	1	45						0.000	0.000	N	Y	Y	N
