Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	CT	Ct Mean	Ct SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	Y-Intercept	R(superscript 2)	Slope	Efficiency	Amp Score	Cq Conf	BADROX	NOAMP	NOISE	EXPFAIL	THOLDFAIL	PRFLOW	PRFDROP
340	O4	false	NTC	anclyostoma_duoenale	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.207	true	1	45						0.000	0.000	N	Y	N	Y	Y	N	N
341	O5	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.829	26.829					true	0.040	true	1	45						1.057	0.974	N	N	N	N	Y	N	N
341	O5	false	NTC	ascaris_lumbricoides	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.200	true	1	45						0.000	0.000	N	N	N	N	Y	N	N
342	O6	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.939	26.939					true	0.040	true	1	45						1.069	0.939	N	N	N	N	Y	N	N
342	O6	false	NTC	astrovirus	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.118	true	1	45						0.350	0.000	N	N	N	N	Y	N	N
343	O7	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.637	26.637					true	0.040	true	1	45						1.071	0.918	N	N	N	N	Y	N	N
343	O7	false	NTC	balantidium_coli	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.410	true	1	45						0.000	0.000	N	N	N	N	Y	N	N
344	O8	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.499	26.499					true	0.040	true	1	45						1.079	0.935	N	N	N	Y	Y	N	N
344	O8	false	NTC	bhv	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.040	true	1	45						0.000	0.000	N	N	N	Y	Y	N	N
345	O9	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	27.410	27.410					true	0.040	true	1	45						1.079	0.954	N	Y	N	N	Y	N	N
345	O9	false	NTC	blastocystis_spp	UNKNOWN	FAM	NFQ-MGB	44.162	44.162					true	0.040	true	1	45						0.000	0.000	N	Y	N	N	Y	N	N
346	O10	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.741	26.741					true	0.040	true	1	45						1.068	0.933	N	N	N	Y	Y	N	N
346	O10	false	NTC	brsv	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.252	true	1	45						0.000	0.000	N	N	N	Y	Y	N	N
347	O11	false	NTC	18s	UNKNOWN	FAM	NFQ-MGB	32.521	32.521					true	0.139	true	1	45						1.238	0.984	N	N	N	N	Y	N	N
347	O11	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.472	26.472					true	0.040	true	1	45						1.110	0.927	N	N	N	N	Y	N	N
348	O12	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.821	26.821					true	0.040	true	1	45						1.074	0.908	N	N	N	Y	Y	N	N
348	O12	false	NTC	c_jejuni_c_coli	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.161	true	1	45						0.000	0.000	N	N	N	Y	Y	N	N
349	O13	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.956	26.956					true	0.040	true	1	45						1.078	0.940	N	N	N	Y	Y	N	N
349	O13	false	NTC	clostridium_difficile	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.160	true	1	45						0.000	0.000	N	N	N	Y	Y	N	N
350	O14	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.616	26.616					true	0.040	true	1	45						1.079	0.904	N	N	N	Y	Y	N	N
350	O14	false	NTC	cryptosporidium_spp	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.070	true	1	45						0.000	0.000	N	N	N	Y	Y	N	N
351	O15	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.772	26.772					true	0.040	true	1	45						1.074	0.899	N	N	N	Y	Y	N	N
351	O15	false	NTC	cyclospora_cayetanesis	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.161	true	1	45						0.000	0.000	N	N	N	Y	Y	N	N
352	O16	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.816	26.816					true	0.040	true	1	45						1.071	0.932	N	N	N	Y	Y	N	N
352	O16	false	NTC	e_coli_ybbW	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.258	true	1	45						0.000	0.000	N	N	N	Y	Y	N	N
353	O17	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.968	26.968					true	0.040	true	1	45						1.077	0.921	N	N	N	Y	Y	N	N
353	O17	false	NTC	e_coli_0157H7	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.106	true	1	45						0.000	0.000	N	N	N	Y	Y	N	N
354	O18	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.771	26.771					true	0.040	true	1	45						1.064	0.897	N	N	N	Y	Y	N	N
354	O18	false	NTC	eaec_aaic	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.051	true	1	45						0.000	0.000	N	N	N	Y	Y	N	N
355	O19	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.673	26.673					true	0.040	true	1	45						1.068	0.933	N	Y	N	Y	Y	N	N
355	O19	false	NTC	eaec_aata	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.040	true	1	45						0.000	0.000	N	Y	N	Y	Y	N	N
356	O20	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	27.145	27.145					true	0.040	true	1	45						1.067	0.863	N	N	N	Y	Y	N	N
356	O20	false	NTC	entamoeba_histolytica	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.119	true	1	45						0.000	0.000	N	N	N	Y	Y	N	N
357	O21	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	27.009	27.009					true	0.040	true	1	45						1.060	0.943	N	N	N	Y	Y	N	N
357	O21	false	NTC	enterobius_verminularis	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.248	true	1	45						0.000	0.000	N	N	N	Y	Y	N	N
358	O22	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	27.180	27.180					true	0.040	true	1	45						1.058	0.917	N	N	N	N	Y	N	N
358	O22	false	NTC	enterococcus_spp	UNKNOWN	FAM	NFQ-MGB	35.880	35.880					true	0.181	true	1	45						1.285	0.985	N	N	N	N	Y	N	N
359	O23	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	27.208	27.208					true	0.040	true	1	45						1.057	0.890	N	Y	N	Y	Y	N	N
359	O23	false	NTC	epec_bfpa	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.122	true	1	45						0.000	0.000	N	Y	N	Y	Y	N	N
360	O24	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.963	26.963					true	0.040	true	1	45						1.044	0.888	N	Y	N	Y	Y	N	N
360	O24	false	NTC	epec_eae	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.168	true	1	45						0.000	0.000	N	Y	N	Y	Y	N	N
361	P1	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	32.206	32.206					true	0.040	true	1	45						0.656	0.421	N	N	N	Y	Y	N	N
361	P1	false	NTC	etec_lt	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.185	true	1	45						0.000	0.000	N	N	N	Y	Y	N	N
362	P2	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.904	26.904					true	0.040	true	1	45						1.061	0.915	N	N	N	Y	Y	N	N
362	P2	false	NTC	etec_sth	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.221	true	1	45						0.000	0.000	N	N	N	Y	Y	N	N
363	P3	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	27.033	27.033					true	0.040	true	1	45						1.065	0.952	N	N	N	Y	Y	N	N
363	P3	false	NTC	etec_stp	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.065	true	1	45						0.000	0.000	N	N	N	Y	Y	N	N
364	P4	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.789	26.789					true	0.040	true	1	45						1.067	0.954	N	N	N	Y	Y	N	N
364	P4	false	NTC	giardia_spp	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.149	true	1	45						0.000	0.000	N	N	N	Y	Y	N	N
365	P5	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.821	26.821					true	0.040	true	1	45						1.062	0.901	N	Y	N	Y	Y	N	N
365	P5	false	NTC	helicobactor_pylori	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.139	true	1	45						0.000	0.000	N	Y	N	Y	Y	N	N
366	P6	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	27.142	27.142					true	0.040	true	1	45						1.076	0.944	N	N	N	Y	Y	N	N
366	P6	false	NTC	hep_a	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.130	true	1	45						0.000	0.000	N	N	N	Y	Y	N	N
367	P7	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.316	26.316					true	0.040	true	1	45						1.102	0.942	N	N	N	N	Y	N	N
367	P7	false	NTC	hep_g	UNKNOWN	FAM	NFQ-MGB	27.063	27.063					true	0.230	true	1	45						1.361	0.979	N	N	N	N	Y	N	N
368	P8	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.482	26.482					true	0.040	true	1	45						1.050	0.949	N	N	N	Y	Y	N	Y
368	P8	false	NTC	hf183	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.179	true	1	45						0.000	0.000	N	N	N	Y	Y	N	Y
369	P9	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	27.044	27.044					true	0.040	true	1	45						1.077	0.943	N	N	N	N	Y	N	N
369	P9	false	NTC	human_mtdna	UNKNOWN	FAM	NFQ-MGB	35.466	35.466					true	0.127	true	1	45						1.207	0.954	N	N	N	N	Y	N	N
370	P10	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.503	26.503					true	0.040	true	1	45						1.075	0.941	N	N	N	Y	Y	N	N
370	P10	false	NTC	necator_americanus	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.113	true	1	45						0.000	0.000	N	N	N	Y	Y	N	N
371	P11	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.550	26.550					true	0.040	true	1	45						1.078	0.907	N	Y	N	Y	Y	N	N
371	P11	false	NTC	norovirus_gi	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.130	true	1	45						0.000	0.000	N	Y	N	Y	Y	N	N
372	P12	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.126	26.126					true	0.040	true	1	45						1.074	0.956	N	Y	N	Y	Y	N	N
372	P12	false	NTC	norovirus_gii	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.114	true	1	45						0.000	0.000	N	Y	N	Y	Y	N	N
373	P13	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.053	26.053					true	0.040	true	1	45						1.080	0.960	N	N	N	Y	Y	N	N
373	P13	false	NTC	plesiomonas_shigeeloides	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.162	true	1	45						0.000	0.000	N	N	N	Y	Y	N	N
374	P14	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.385	26.385					true	0.040	true	1	45						1.081	0.935	N	N	N	Y	Y	N	N
374	P14	false	NTC	rotavirus	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.164	true	1	45						0.513	0.000	N	N	N	Y	Y	N	N
375	P15	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.539	26.539					true	0.040	true	1	45						1.075	0.891	N	N	N	Y	Y	N	N
375	P15	false	NTC	salmonella_enterica	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.304	true	1	45						0.000	0.000	N	N	N	Y	Y	N	N
376	P16	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	27.033	27.033					true	0.040	true	1	45						1.073	0.897	N	Y	N	Y	Y	N	N
376	P16	false	NTC	sapovirus_i_ii_iv_v	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.041	true	1	45						0.000	0.000	N	Y	N	Y	Y	N	N
377	P17	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.677	26.677					true	0.040	true	1	45						1.077	0.887	N	Y	N	Y	Y	N	N
377	P17	false	NTC	sars_cov_2	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.217	true	1	45						0.000	0.000	N	Y	N	Y	Y	N	N
378	P18	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.987	26.987					true	0.040	true	1	45						1.075	0.908	N	Y	N	Y	Y	N	N
378	P18	false	NTC	shigella_eiec	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.189	true	1	45						0.000	0.000	N	Y	N	Y	Y	N	N
379	P19	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	27.026	27.026					true	0.040	true	1	45						1.076	0.865	N	N	N	Y	Y	N	N
379	P19	false	NTC	stec_stx1	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.238	true	1	45						0.000	0.000	N	N	N	Y	Y	N	N
380	P20	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.764	26.764					true	0.040	true	1	45						1.069	0.909	N	N	N	Y	Y	N	N
380	P20	false	NTC	stec_stx2	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.161	true	1	45						0.000	0.000	N	N	N	Y	Y	N	N
381	P21	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.938	26.938					true	0.040	true	1	45						1.059	0.892	N	N	N	Y	Y	N	N
381	P21	false	NTC	strongyloides_stercolaris	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.217	true	1	45						0.000	0.000	N	N	N	Y	Y	N	N
382	P22	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.647	26.647					true	0.040	true	1	45						1.056	0.912	N	N	N	Y	Y	N	N
382	P22	false	NTC	tichuris_trichuira	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.378	true	1	45						0.000	0.000	N	N	N	Y	Y	N	N
383	P23	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	27.163	27.163					true	0.040	true	1	45						1.051	0.921	N	Y	N	Y	Y	N	N
383	P23	false	NTC	yersinia_enterocolitica	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.101	true	1	45						0.000	0.000	N	Y	N	Y	Y	N	N
384	P24	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	27.200	27.200					true	0.040	true	1	45						1.037	0.870	N	N	N	Y	Y	N	N
384	P24	false	NTC	zika	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.216	true	1	45						0.000	0.000	N	N	N	Y	Y	N	N
