Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	CT	Ct Mean	Ct SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	Y-Intercept	R(superscript 2)	Slope	Efficiency	Amp Score	Cq Conf	BADROX	NOAMP	EXPFAIL	THOLDFAIL	PRFLOW	PRFDROP
350	O14	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.750	26.750					true	0.040	true	1	45						1.097	0.906	N	N	Y	Y	N	N
350	O14	false	NTC	cryptosporidium_spp	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.062	true	1	45						0.000	0.000	N	N	Y	Y	N	N
351	O15	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.386	26.386					true	0.040	true	1	45						1.086	0.910	N	N	Y	Y	N	N
351	O15	false	NTC	cyclospora_cayetanesis	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.132	true	1	45						0.000	0.000	N	N	Y	Y	N	N
352	O16	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.958	26.958					true	0.040	true	1	45						1.090	0.842	N	N	Y	Y	N	N
352	O16	false	NTC	e_coli_ybbW	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.218	true	1	45						0.000	0.000	N	N	Y	Y	N	N
353	O17	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.702	26.702					true	0.040	true	1	45						1.075	0.830	N	N	Y	Y	N	N
353	O17	false	NTC	e_coli_0157H7	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.131	true	1	45						0.000	0.000	N	N	Y	Y	N	N
354	O18	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.527	26.527					true	0.040	true	1	45						1.090	0.841	N	N	Y	Y	N	N
354	O18	false	NTC	eaec_aaic	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.040	true	1	45						0.000	0.000	N	N	Y	Y	N	N
355	O19	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.979	26.979					true	0.040	true	1	45						1.085	0.865	N	N	Y	Y	N	N
355	O19	false	NTC	eaec_aata	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.040	true	1	45						0.000	0.000	N	N	Y	Y	N	N
356	O20	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.750	26.750					true	0.040	true	1	45						1.077	0.830	N	N	Y	Y	N	N
356	O20	false	NTC	entamoeba_histolytica	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.094	true	1	45						0.358	0.000	N	N	Y	Y	N	N
357	O21	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.783	26.783					true	0.040	true	1	45						1.078	0.866	N	N	Y	Y	N	N
357	O21	false	NTC	enterobius_verminularis	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.240	true	1	45						0.000	0.000	N	N	Y	Y	N	N
358	O22	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	27.070	27.070					true	0.040	true	1	45						1.070	0.839	N	N	N	Y	N	N
358	O22	false	NTC	enterococcus_spp	UNKNOWN	FAM	NFQ-MGB	36.080	36.080					true	0.158	true	1	45						1.248	0.970	N	N	N	Y	N	N
359	O23	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	27.066	27.066					true	0.040	true	1	45						1.061	0.864	N	N	Y	Y	N	N
359	O23	false	NTC	epec_bfpa	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.099	true	1	45						0.000	0.000	N	N	Y	Y	N	N
360	O24	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.992	26.992					true	0.040	true	1	45						1.070	0.854	N	N	Y	Y	N	N
360	O24	false	NTC	epec_eae	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.179	true	1	45						0.000	0.000	N	N	Y	Y	N	N
361	P1	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.943	26.943					true	0.040	true	1	45						0.662	0.565	N	N	Y	Y	N	N
361	P1	false	NTC	etec_lt	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.128	true	1	45						0.000	0.000	N	N	Y	Y	N	N
362	P2	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.656	26.656					true	0.040	true	1	45						1.047	0.918	N	N	Y	Y	N	N
362	P2	false	NTC	etec_sth	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.169	true	1	45						0.000	0.000	N	N	Y	Y	N	N
363	P3	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.963	26.963					true	0.040	true	1	45						1.087	0.845	N	Y	Y	Y	N	N
363	P3	false	NTC	etec_stp	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.040	true	1	45						0.000	0.000	N	Y	Y	Y	N	N
364	P4	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	25.488	25.488					true	0.040	true	1	45						1.112	0.852	Y	N	N	Y	N	Y
364	P4	false	NTC	giardia_spp	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.147	true	1	45						0.000	0.000	Y	N	N	Y	N	Y
365	P5	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.837	26.837					true	0.040	true	1	45						1.081	0.884	N	N	Y	Y	N	N
365	P5	false	NTC	helicobactor_pylori	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.085	true	1	45						0.000	0.000	N	N	Y	Y	N	N
366	P6	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.926	26.926					true	0.040	true	1	45						1.087	0.891	N	N	Y	Y	N	N
366	P6	false	NTC	hep_a	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.119	true	1	45						0.000	0.000	N	N	Y	Y	N	N
367	P7	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.668	26.668					true	0.040	true	1	45						1.103	0.905	N	N	N	Y	N	N
367	P7	false	NTC	hep_g	UNKNOWN	FAM	NFQ-MGB	27.803	27.803					true	0.201	true	1	45						1.299	0.919	N	N	N	Y	N	N
368	P8	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	27.168	27.168					true	0.040	true	1	45						1.092	0.894	N	N	Y	Y	N	N
368	P8	false	NTC	hf183	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.138	true	1	45						0.000	0.000	N	N	Y	Y	N	N
369	P9	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.380	26.380					true	0.040	true	1	45						1.081	0.905	N	N	Y	Y	N	N
369	P9	false	NTC	human_mtdna	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.065	true	1	45						0.000	0.000	N	N	Y	Y	N	N
370	P10	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.999	26.999					true	0.040	true	1	45						1.086	0.885	N	N	Y	Y	N	N
370	P10	false	NTC	necator_americanus	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.073	true	1	45						0.000	0.000	N	N	Y	Y	N	N
371	P11	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.610	26.610					true	0.040	true	1	45						1.092	0.877	N	Y	Y	Y	N	N
371	P11	false	NTC	norovirus_gi	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.096	true	1	45						0.000	0.000	N	Y	Y	Y	N	N
372	P12	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	27.243	27.243					true	0.040	true	1	45						1.087	0.859	N	Y	Y	Y	N	N
372	P12	false	NTC	norovirus_gii	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.103	true	1	45						0.000	0.000	N	Y	Y	Y	N	N
373	P13	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.917	26.917					true	0.040	true	1	45						1.090	0.824	N	N	Y	Y	N	N
373	P13	false	NTC	plesiomonas_shigeeloides	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.134	true	1	45						0.000	0.000	N	N	Y	Y	N	N
374	P14	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.566	26.566					true	0.040	true	1	45						1.090	0.834	N	N	N	Y	N	N
374	P14	false	NTC	rotavirus	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.156	true	1	45						0.637	0.000	N	N	N	Y	N	N
375	P15	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.605	26.605					true	0.040	true	1	45						1.087	0.863	N	Y	Y	Y	N	N
375	P15	false	NTC	salmonella_enterica	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.226	true	1	45						0.000	0.000	N	Y	Y	Y	N	N
376	P16	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	27.034	27.034					true	0.040	true	1	45						1.088	0.922	N	Y	Y	Y	N	N
376	P16	false	NTC	sapovirus_i_ii_iv_v	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.087	true	1	45						0.000	0.000	N	Y	Y	Y	N	N
377	P17	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.943	26.943					true	0.040	true	1	45						1.076	0.899	N	N	Y	Y	N	N
377	P17	false	NTC	sars_cov_2	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.125	true	1	45						0.000	0.000	N	N	Y	Y	N	N
378	P18	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.851	26.851					true	0.040	true	1	45						1.082	0.857	N	N	Y	Y	N	N
378	P18	false	NTC	shigella_eiec	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.164	true	1	45						0.000	0.000	N	N	Y	Y	N	N
379	P19	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.251	26.251					true	0.040	true	1	45						1.082	0.886	N	N	Y	Y	N	N
379	P19	false	NTC	stec_stx1	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.205	true	1	45						0.000	0.000	N	N	Y	Y	N	N
380	P20	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.877	26.877					true	0.040	true	1	45						1.074	0.899	N	N	Y	Y	N	N
380	P20	false	NTC	stec_stx2	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.143	true	1	45						0.000	0.000	N	N	Y	Y	N	N
381	P21	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.586	26.586					true	0.040	true	1	45						1.099	0.869	N	N	Y	Y	N	N
381	P21	false	NTC	strongyloides_stercolaris	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.201	true	1	45						0.000	0.000	N	N	Y	Y	N	N
382	P22	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.773	26.773					true	0.040	true	1	45						1.073	0.892	N	N	Y	Y	N	N
382	P22	false	NTC	tichuris_trichuira	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.352	true	1	45						0.000	0.000	N	N	Y	Y	N	N
383	P23	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.811	26.811					true	0.040	true	1	45						1.065	0.879	N	N	N	Y	N	N
383	P23	false	NTC	yersinia_enterocolitica	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.080	true	1	45						0.000	0.000	N	N	N	Y	N	N
384	P24	false	NTC	IPC	UNKNOWN	VIC	NFQ-MGB	26.921	26.921					true	0.040	true	1	45						1.062	0.828	N	N	N	Y	N	N
384	P24	false	NTC	zika	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.192	true	1	45						0.000	0.000	N	N	N	Y	N	N
